Step 0:    (2022-05-08 19:08:00.686273)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    59.85139590543237 examples per second
Step 90800:    (2022-05-09 21:04:08.142856)
    training nat accuracy 100.0%
    training adv accuracy 94.0%
    54.50779511589247 examples per second
Step 90900:    (2022-05-09 21:05:40.743609)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.01517137369323 examples per second
Step 91000:    (2022-05-09 21:07:04.879971)
    training nat accuracy 100.0%
    training adv accuracy 98.0%
    59.52104967432453 examples per second
Step 91100:    (2022-05-09 21:08:36.105620)
    training nat accuracy 100.0%
    training adv accuracy 98.0%
    54.82845796275884 examples per second
Step 91200:    (2022-05-09 21:10:08.115896)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    54.36088409075705 examples per second
Step 91300:    (2022-05-09 21:11:30.635378)
    training nat accuracy 100.0%
    training adv accuracy 94.0%
    60.73564619374201 examples per second
Step 91400:    (2022-05-09 21:13:01.860588)
    training nat accuracy 96.0%
    training adv accuracy 92.0%
    54.82815231960394 examples per second
Step 91500:    (2022-05-09 21:14:33.866016)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.363323160738496 examples per second
Step 91600:    (2022-05-09 21:15:56.941388)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    60.28295331206698 examples per second
Step 91700:    (2022-05-09 21:17:28.487147)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.636218099334826 examples per second
Step 91800:    (2022-05-09 21:19:00.761447)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    54.205250448141875 examples per second
Step 91900:    (2022-05-09 21:20:24.097457)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    60.09021193040723 examples per second
Step 92000:    (2022-05-09 21:21:55.876852)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    54.495556154693425 examples per second
Step 92100:    (2022-05-09 21:23:28.287039)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    54.12550993569081 examples per second
Step 92200:    (2022-05-09 21:24:50.894530)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    60.621616109474125 examples per second
Step 92300:    (2022-05-09 21:26:20.699391)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    55.69533577206585 examples per second
Step 92400:    (2022-05-09 21:27:52.778500)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    54.36289701327678 examples per second
Step 92500:    (2022-05-09 21:29:16.107334)
    training nat accuracy 100.0%
    training adv accuracy 98.0%
    60.09004103972627 examples per second
Step 92600:    (2022-05-09 21:30:47.735154)
    training nat accuracy 96.0%
    training adv accuracy 92.0%
    54.58582284545497 examples per second
Step 92700:    (2022-05-09 21:32:20.261962)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    54.06237000701701 examples per second
Step 92800:    (2022-05-09 21:33:44.318601)
    training nat accuracy 98.0%
    training adv accuracy 82.0%
    59.58413680226308 examples per second
Step 92900:    (2022-05-09 21:35:15.686762)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.746067025662626 examples per second
Step 93000:    (2022-05-09 21:36:47.571922)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    54.43499398748768 examples per second
Step 93100:    (2022-05-09 21:38:11.493505)
    training nat accuracy 96.0%
    training adv accuracy 86.0%
    59.66219474970115 examples per second
Step 93200:    (2022-05-09 21:39:43.470429)
    training nat accuracy 100.0%
    training adv accuracy 86.0%
    54.378968129739654 examples per second
Step 93300:    (2022-05-09 21:41:15.785428)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    54.18116914516916 examples per second
Step 93400:    (2022-05-09 21:42:39.358476)
    training nat accuracy 100.0%
    training adv accuracy 98.0%
    59.9171147143684 examples per second
Step 93500:    (2022-05-09 21:44:10.188863)
    training nat accuracy 100.0%
    training adv accuracy 82.0%
    55.10995941539232 examples per second
Step 93600:    (2022-05-09 21:45:42.394033)
    training nat accuracy 100.0%
    training adv accuracy 98.0%
    54.24515437495728 examples per second
Step 93700:    (2022-05-09 21:47:06.335702)
    training nat accuracy 98.0%
    training adv accuracy 86.0%
    59.64481468841478 examples per second
Step 93800:    (2022-05-09 21:48:37.112702)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    55.09943356903519 examples per second
Step 93900:    (2022-05-09 21:50:09.381076)
    training nat accuracy 100.0%
    training adv accuracy 98.0%
    54.20865365480592 examples per second
Step 94000:    (2022-05-09 21:51:33.788872)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    59.32779336859029 examples per second
Step 94100:    (2022-05-09 21:53:06.244680)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    54.09662464983171 examples per second
Step 94200:    (2022-05-09 21:54:39.517041)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    53.62447306933856 examples per second
Step 94300:    (2022-05-09 21:56:01.900999)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    60.7879209568349 examples per second
Step 94400:    (2022-05-09 21:57:34.939929)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    53.759737619271 examples per second
Step 94500:    (2022-05-09 21:59:07.890289)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    53.81078755126609 examples per second
Step 94600:    (2022-05-09 22:00:31.728765)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    59.784634681594916 examples per second
Step 94700:    (2022-05-09 22:02:04.194446)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    54.09248290227481 examples per second
Step 94800:    (2022-05-09 22:03:37.708248)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    53.48635301716914 examples per second
Step 94900:    (2022-05-09 22:05:02.226547)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    59.2354768782877 examples per second
Step 95000:    (2022-05-09 22:06:35.060138)
    training nat accuracy 100.0%
    training adv accuracy 94.0%
    53.87801984017435 examples per second
Step 95100:    (2022-05-09 22:08:08.158036)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    53.72547181705561 examples per second
Step 95200:    (2022-05-09 22:09:32.669997)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    59.24852396089533 examples per second
Step 95300:    (2022-05-09 22:11:04.674677)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    54.36389555731438 examples per second
Step 95400:    (2022-05-09 22:12:37.364361)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    53.962609491428 examples per second
Step 95500:    (2022-05-09 22:14:00.156365)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    60.48359247057902 examples per second
Step 95600:    (2022-05-09 22:15:32.107335)
    training nat accuracy 100.0%
    training adv accuracy 94.0%
    54.39567872609332 examples per second
Step 95700:    (2022-05-09 22:17:05.403220)
    training nat accuracy 100.0%
    training adv accuracy 98.0%
    53.65074575525137 examples per second
Step 95800:    (2022-05-09 22:18:28.306819)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    60.41031199880266 examples per second
Step 95900:    (2022-05-09 22:20:00.900703)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    54.016236773136015 examples per second
Step 96000:    (2022-05-09 22:21:34.073904)
    training nat accuracy 98.0%
    training adv accuracy 96.0%
    53.68180083947023 examples per second
Step 96100:    (2022-05-09 22:23:00.325059)
    training nat accuracy 100.0%
    training adv accuracy 100.0%
    58.049644386842985 examples per second
Step 96200:    (2022-05-09 22:24:32.556196)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    54.23020673810696 examples per second
Step 96300:    (2022-05-09 22:26:05.412878)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    53.86485986185357 examples per second
Step 96400:    (2022-05-09 22:27:30.048383)
    training nat accuracy 100.0%
    training adv accuracy 94.0%
    59.17047895264839 examples per second
Step 96500:    (2022-05-09 22:29:02.366916)
    training nat accuracy 98.0%
    training adv accuracy 86.0%
    54.17923139469715 examples per second
Step 96600:    (2022-05-09 22:30:35.400781)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    53.76235006324339 examples per second
Step 96700:    (2022-05-09 22:31:59.148191)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    59.7822359658686 examples per second
Step 96800:    (2022-05-09 22:33:31.831890)
    training nat accuracy 98.0%
    training adv accuracy 86.0%
    54.00511314020597 examples per second
Step 96900:    (2022-05-09 22:35:04.567827)
    training nat accuracy 100.0%
    training adv accuracy 100.0%
    53.93529011510511 examples per second
Step 97000:    (2022-05-09 22:36:28.227202)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    59.8592510590707 examples per second
Step 97100:    (2022-05-09 22:38:00.161141)
    training nat accuracy 94.0%
    training adv accuracy 88.0%
    54.40568407462522 examples per second
Step 97200:    (2022-05-09 22:39:33.028844)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    53.8585245305745 examples per second
Step 97300:    (2022-05-09 22:40:57.342830)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    59.375726245581454 examples per second
Step 97400:    (2022-05-09 22:42:29.943143)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    54.01238592160868 examples per second
Step 97500:    (2022-05-09 22:44:02.873642)
    training nat accuracy 96.0%
    training adv accuracy 94.0%
    53.82204658388874 examples per second
Step 97600:    (2022-05-09 22:45:25.662961)
    training nat accuracy 94.0%
    training adv accuracy 90.0%
    60.494252967851985 examples per second
Step 97700:    (2022-05-09 22:46:57.597190)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.404876717698755 examples per second
Step 97800:    (2022-05-09 22:48:29.970979)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    54.14665479532271 examples per second
Step 97900:    (2022-05-09 22:49:53.712566)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    59.84565129694574 examples per second
Step 98000:    (2022-05-09 22:51:25.557448)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    54.45818806783701 examples per second
Step 98100:    (2022-05-09 22:52:57.934217)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    54.145813341587875 examples per second
Step 98200:    (2022-05-09 22:54:21.563248)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    59.87469383068748 examples per second
Step 98300:    (2022-05-09 22:55:52.547070)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    54.97379382918458 examples per second
Step 98400:    (2022-05-09 22:57:25.035059)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    54.08018412230679 examples per second
Step 98500:    (2022-05-09 22:58:49.425777)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    59.34356058818908 examples per second
Step 98600:    (2022-05-09 23:00:21.574885)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    54.27881716075876 examples per second
Step 98700:    (2022-05-09 23:01:54.496770)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    53.82633378229532 examples per second
Step 98800:    (2022-05-09 23:03:19.536829)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    58.884743841533336 examples per second
Step 98900:    (2022-05-09 23:04:51.875473)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    54.167608914385234 examples per second
Step 99000:    (2022-05-09 23:06:24.719766)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    53.91416089374596 examples per second
Step 99100:    (2022-05-09 23:07:48.624715)
    training nat accuracy 100.0%
    training adv accuracy 98.0%
    59.67834073716233 examples per second
Step 99200:    (2022-05-09 23:09:19.885148)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    54.80564250528695 examples per second
Step 99300:    (2022-05-09 23:10:52.787350)
    training nat accuracy 100.0%
    training adv accuracy 94.0%
    53.83863653856142 examples per second
Step 99400:    (2022-05-09 23:12:18.297561)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    58.556596788473065 examples per second
Step 99500:    (2022-05-09 23:13:49.780094)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.673556867173275 examples per second
Step 99600:    (2022-05-09 23:15:22.247035)
    training nat accuracy 98.0%
    training adv accuracy 96.0%
    54.09243430819416 examples per second
Step 99700:    (2022-05-09 23:16:45.936835)
    training nat accuracy 100.0%
